timestamp_ms,temp_c,hum_pct,press_hpa,gas_ohm,AQI,dist_mm,speed,lat,lon,alt_m,fix,acc_x,acc_y,acc_z,ppg_red,ppg_ir
429974,22.86,57.2,1000.4,71688,2,225,nan,nan,nan,nan,0,nan,nan,nan,0,0
434973,22.87,57.2,1000.5,71748,2,226,nan,nan,nan,nan,0,nan,nan,nan,0,0
439976,22.89,57.1,1000.5,71448,2,226,nan,nan,nan,nan,0,nan,nan,nan,0,0
444976,22.88,57.0,1000.5,71388,2,227,nan,nan,nan,nan,0,nan,nan,nan,0,0
449978,22.91,57.0,1000.5,71448,2,226,nan,nan,nan,nan,0,nan,nan,nan,0,0
454966,22.88,57.0,1000.4,70973,2,226,nan,nan,nan,nan,0,nan,nan,nan,0,0
460086,22.87,57.0,1000.4,71269,2,224,nan,nan,nan,nan,0,nan,nan,nan,0,0
465073,22.93,57.0,1000.5,71150,2,224,nan,nan,nan,nan,0,nan,nan,nan,0,0
470070,22.9,57.0,1000.5,71032,2,223,nan,nan,nan,nan,0,nan,nan,nan,0,0
475072,22.9,56.9,1000.5,71329,2,225,nan,nan,nan,nan,0,nan,nan,nan,0,0
480076,22.87,56.8,1000.4,71388,2,227,nan,nan,nan,nan,0,nan,nan,nan,0,0
485078,22.89,56.8,1000.4,71032,2,226,nan,nan,nan,nan,0,nan,nan,nan,0,0
490076,22.9,56.7,1000.4,71210,2,225,nan,nan,nan,nan,0,nan,nan,nan,0,0
495063,22.88,56.6,1000.4,71150,2,224,nan,nan,nan,nan,0,nan,nan,nan,0,0
500041,22.91,56.7,1000.4,70973,2,227,nan,nan,nan,nan,0,nan,nan,nan,0,0
505027,22.89,56.6,1000.4,69983,2,225,nan,nan,nan,nan,0,nan,nan,nan,0,0
510028,22.89,56.6,1000.4,70503,2,225,nan,nan,nan,nan,0,nan,nan,nan,0,0
515028,22.89,56.5,1000.4,70679,2,226,nan,nan,nan,nan,0,nan,nan,nan,0,0
520033,22.94,56.5,1000.4,70213,2,225,nan,nan,nan,nan,0,nan,nan,nan,0,0
525037,22.9,56.5,1000.4,70329,2,227,nan,nan,nan,nan,0,nan,nan,nan,0,0
530036,22.88,56.5,1000.4,70387,2,226,nan,nan,nan,nan,0,nan,nan,nan,0,0
535025,22.92,56.4,1000.4,70562,2,226,nan,nan,nan,nan,0,nan,nan,nan,0,0
540000,22.88,56.4,1000.4,70562,2,226,nan,nan,nan,nan,0,nan,nan,nan,0,0
544986,22.9,56.4,1000.5,71748,2,225,nan,nan,nan,nan,0,nan,nan,nan,0,0
549985,22.86,56.4,1000.5,71448,2,226,nan,nan,nan,nan,0,nan,nan,nan,0,0
554985,22.87,56.4,1000.5,71329,2,227,nan,nan,nan,nan,0,nan,nan,nan,0,0
559985,22.9,56.3,1000.5,71508,2,224,nan,nan,nan,nan,0,nan,nan,nan,0,0
564987,22.91,56.3,1000.4,71269,2,225,nan,nan,nan,nan,0,nan,nan,nan,0,0
569991,22.9,56.2,1000.4,71150,2,226,nan,nan,nan,nan,0,nan,nan,nan,0,0
574980,22.9,56.2,1000.4,71210,2,225,nan,nan,nan,nan,0,nan,nan,nan,0,0
579957,22.89,56.2,1000.5,71150,2,226,nan,nan,nan,nan,0,nan,nan,nan,0,0
585087,22.87,56.2,1000.5,71508,2,226,nan,nan,nan,nan,0,nan,nan,nan,0,0
590085,22.89,56.1,1000.5,71688,2,227,nan,nan,nan,nan,0,nan,nan,nan,0,0
595085,22.89,56.1,1000.5,71269,2,227,nan,nan,nan,nan,0,nan,nan,nan,0,0
600082,22.92,56.1,1000.5,71210,2,226,nan,nan,nan,nan,0,nan,nan,nan,0,0
605085,22.91,56.1,1000.5,71032,2,227,nan,nan,nan,nan,0,nan,nan,nan,0,0
610089,22.86,56.0,1000.4,71150,2,227,nan,nan,nan,nan,0,nan,nan,nan,0,0
615082,22.92,56.0,1000.4,71150,2,225,nan,nan,nan,nan,0,nan,nan,nan,0,0
620060,22.9,56.0,1000.4,70679,2,226,nan,nan,nan,nan,0,nan,nan,nan,0,0
625045,22.91,56.0,1000.4,70796,2,227,nan,nan,nan,nan,0,nan,nan,nan,0,0
630041,22.93,56.0,1000.4,70855,2,228,nan,nan,nan,nan,0,nan,nan,nan,0,0
635043,22.94,56.0,1000.4,70329,2,228,nan,nan,nan,nan,0,nan,nan,nan,0,0
640050,22.95,56.0,1000.4,70329,2,226,nan,nan,nan,nan,0,nan,nan,nan,0,0
645052,22.91,55.9,1000.4,70620,2,226,nan,nan,nan,nan,0,nan,nan,nan,0,0
650051,22.93,55.9,1000.4,70387,2,226,nan,nan,nan,nan,0,nan,nan,nan,0,0
655046,22.95,55.8,1000.4,70503,2,227,nan,nan,nan,nan,0,nan,nan,nan,0,0
660027,22.97,55.9,1000.4,70620,2,227,nan,nan,nan,nan,0,nan,nan,nan,0,0
665011,22.94,55.8,1000.4,70503,2,227,nan,nan,nan,nan,0,nan,nan,nan,0,0
670009,22.95,55.8,1000.4,70503,2,227,nan,nan,nan,nan,0,nan,nan,nan,0,0
675008,22.94,55.8,1000.4,70098,2,227,nan,nan,nan,nan,0,nan,nan,nan,0,0
680007,22.94,55.8,1000.4,70387,2,226,nan,nan,nan,nan,0,nan,nan,nan,0,0
685009,22.98,55.7,1000.4,69926,2,226,nan,nan,nan,nan,0,nan,nan,nan,0,0
690008,23.0,55.7,1000.4,70156,2,226,nan,nan,nan,nan,0,nan,nan,nan,0,0
695003,22.97,55.7,1000.4,69926,2,225,nan,nan,nan,nan,0,nan,nan,nan,0,0
699980,22.99,55.7,1000.4,70387,2,228,nan,nan,nan,nan,0,nan,nan,nan,0,0
704962,22.99,55.7,1000.4,70271,2,226,nan,nan,nan,nan,0,nan,nan,nan,0,0
709959,22.97,55.7,1000.4,70098,2,226,nan,nan,nan,nan,0,nan,nan,nan,0,0
714958,22.99,55.6,1000.5,70098,2,227,nan,nan,nan,nan,0,nan,nan,nan,0,0
719957,23.01,55.7,1000.5,69868,2,226,nan,nan,nan,nan,0,nan,nan,nan,0,0
724958,22.99,55.7,1000.5,69868,2,228,nan,nan,nan,nan,0,nan,nan,nan,0,0
729957,23.02,55.7,1000.5,69754,2,226,nan,nan,nan,nan,0,nan,nan,nan,0,0
735096,22.94,55.9,1000.5,69357,2,225,nan,nan,nan,nan,0,nan,nan,nan,0,0
740073,23.01,56.0,1000.5,69301,2,226,nan,nan,nan,nan,0,nan,nan,nan,0,0
745055,22.99,55.8,1000.5,69926,2,226,nan,nan,nan,nan,0,nan,nan,nan,0,0
750052,22.99,55.7,1000.5,69470,2,226,nan,nan,nan,nan,0,nan,nan,nan,0,0
755049,23.0,55.6,1000.5,69245,2,225,nan,nan,nan,nan,0,nan,nan,nan,0,0
760053,22.96,55.6,1000.5,69527,2,226,nan,nan,nan,nan,0,nan,nan,nan,0,0
765054,23.0,55.7,1000.5,69868,2,226,nan,nan,nan,nan,0,nan,nan,nan,0,0
770056,23.01,55.7,1000.5,69640,2,227,nan,nan,nan,nan,0,nan,nan,nan,0,0
775058,23.03,55.6,1000.5,69640,2,225,nan,nan,nan,nan,0,nan,nan,nan,0,0
780036,22.99,55.6,1000.5,69754,2,227,nan,nan,nan,nan,0,nan,nan,nan,0,0
785017,22.98,55.5,1000.5,69245,2,226,nan,nan,nan,nan,0,nan,nan,nan,0,0
790014,22.99,55.4,1000.5,69077,2,228,nan,nan,nan,nan,0,nan,nan,nan,0,0
795012,23.02,55.5,1000.5,69021,2,228,nan,nan,nan,nan,0,nan,nan,nan,0,0
800012,23.01,55.5,1000.5,69414,2,227,nan,nan,nan,nan,0,nan,nan,nan,0,0
805015,22.99,55.4,1000.6,69021,2,227,nan,nan,nan,nan,0,nan,nan,nan,0,0
810017,23.01,55.6,1000.6,68798,2,226,nan,nan,nan,nan,0,nan,nan,nan,0,0
815014,23.0,55.6,1000.6,68909,2,226,nan,nan,nan,nan,0,nan,nan,nan,0,0
819995,23.01,55.5,1000.6,69245,2,226,nan,nan,nan,nan,0,nan,nan,nan,0,0
824975,22.98,55.5,1000.6,70387,2,227,nan,nan,nan,nan,0,nan,nan,nan,0,0
829974,22.98,55.4,1000.5,70041,2,225,nan,nan,nan,nan,0,nan,nan,nan,0,0
834973,22.98,55.4,1000.5,70329,2,226,nan,nan,nan,nan,0,nan,nan,nan,0,0
839975,22.96,55.4,1000.5,70098,2,226,nan,nan,nan,nan,0,nan,nan,nan,0,0
844977,23.0,55.4,1000.5,70271,2,226,nan,nan,nan,nan,0,nan,nan,nan,0,0
849975,22.99,55.5,1000.6,70098,2,226,nan,nan,nan,nan,0,nan,nan,nan,0,0
854973,22.98,55.6,1000.6,69640,2,226,nan,nan,nan,nan,0,nan,nan,nan,0,0
860097,22.98,55.7,1000.6,69414,2,228,nan,nan,nan,nan,0,nan,nan,nan,0,0
865075,22.95,55.6,1000.6,69811,2,228,nan,nan,nan,nan,0,nan,nan,nan,0,0
870072,22.96,55.5,1000.6,69754,2,228,nan,nan,nan,nan,0,nan,nan,nan,0,0
875070,22.96,55.6,1000.6,69470,2,227,nan,nan,nan,nan,0,nan,nan,nan,0,0
880071,22.95,55.6,1000.6,69301,2,226,nan,nan,nan,nan,0,nan,nan,nan,0,0
885070,22.96,55.6,1000.6,69357,2,228,nan,nan,nan,nan,0,nan,nan,nan,0,0
890069,22.97,55.5,1000.6,69470,2,227,nan,nan,nan,nan,0,nan,nan,nan,0,0
895069,22.99,55.4,1000.6,69414,2,228,nan,nan,nan,nan,0,nan,nan,nan,0,0
900052,22.95,55.3,1000.5,69697,2,227,nan,nan,nan,nan,0,nan,nan,nan,0,0
905031,22.96,55.3,1000.6,69414,2,227,nan,nan,nan,nan,0,nan,nan,nan,0,0
910028,22.95,55.3,1000.6,69357,2,227,nan,nan,nan,nan,0,nan,nan,nan,0,0
915022,22.91,55.4,1000.6,68743,2,38,nan,nan,nan,nan,0,nan,nan,nan,0,0
920024,22.94,55.8,1000.5,68303,2,43,nan,nan,nan,nan,0,nan,nan,nan,0,0
925023,22.93,56.1,1000.6,67814,2,56,nan,nan,nan,nan,0,nan,nan,nan,0,0
930024,22.98,56.4,1000.6,67599,2,46,nan,nan,nan,nan,0,nan,nan,nan,0,0
935024,22.93,56.2,1000.6,68030,2,221,nan,nan,nan,nan,0,nan,nan,nan,0,0
939999,22.93,56.0,1000.6,68412,2,222,nan,nan,nan,nan,0,nan,nan,nan,0,0
944977,22.92,55.8,1000.6,68467,2,222,nan,nan,nan,nan,0,nan,nan,nan,0,0
949975,22.9,55.7,1000.6,68303,2,221,nan,nan,nan,nan,0,nan,nan,nan,0,0
954972,22.93,55.6,1000.6,68303,2,222,nan,nan,nan,nan,0,nan,nan,nan,0,0
959973,22.92,55.5,1000.6,68632,2,223,nan,nan,nan,nan,0,nan,nan,nan,0,0
964974,22.92,55.5,1000.6,68687,2,223,nan,nan,nan,nan,0,nan,nan,nan,0,0
969978,22.88,55.4,1000.6,68193,2,222,nan,nan,nan,nan,0,nan,nan,nan,0,0
974980,22.91,55.3,1000.6,68632,2,223,nan,nan,nan,nan,0,nan,nan,nan,0,0
979958,22.85,55.3,1000.6,68965,2,223,nan,nan,nan,nan,0,nan,nan,nan,0,0
985078,22.88,55.2,1000.6,68687,2,224,nan,nan,nan,nan,0,nan,nan,nan,0,0
990075,22.9,55.2,1000.6,68798,2,222,nan,nan,nan,nan,0,nan,nan,nan,0,0
995071,22.84,55.2,1000.6,68854,2,222,nan,nan,nan,nan,0,nan,nan,nan,0,0
1000072,22.85,55.2,1000.6,68467,2,223,nan,nan,nan,nan,0,nan,nan,nan,0,0
1005074,22.85,55.2,1000.6,68798,2,221,nan,nan,nan,nan,0,nan,nan,nan,0,0
1010076,22.83,55.3,1000.6,68467,2,223,nan,nan,nan,nan,0,nan,nan,nan,0,0
1015075,22.81,55.4,1000.6,68193,2,221,nan,nan,nan,nan,0,nan,nan,nan,0,0
1020052,22.83,55.5,1000.6,68193,2,222,nan,nan,nan,nan,0,nan,nan,nan,0,0
1025029,22.81,55.6,1000.6,67760,2,221,nan,nan,nan,nan,0,nan,nan,nan,0,0
1030026,22.83,55.7,1000.6,67439,2,222,nan,nan,nan,nan,0,nan,nan,nan,0,0
1035027,22.8,55.7,1000.6,67068,2,223,nan,nan,nan,nan,0,nan,nan,nan,0,0
1040029,22.83,55.7,1000.6,67760,2,221,nan,nan,nan,nan,0,nan,nan,nan,0,0
1045032,22.78,55.4,1000.6,67922,2,222,nan,nan,nan,nan,0,nan,nan,nan,0,0
1050031,22.79,55.2,1000.6,68139,2,222,nan,nan,nan,nan,0,nan,nan,nan,0,0
1055031,22.81,55.1,1000.6,68030,2,222,nan,nan,nan,nan,0,nan,nan,nan,0,0
1060009,22.77,55.1,1000.6,68139,2,222,nan,nan,nan,nan,0,nan,nan,nan,0,0
1064987,22.78,55.1,1000.6,69414,2,222,nan,nan,nan,nan,0,nan,nan,nan,0,0
1069982,22.81,55.1,1000.6,69021,2,223,nan,nan,nan,nan,0,nan,nan,nan,0,0
1074982,22.75,55.1,1000.6,69470,2,223,nan,nan,nan,nan,0,nan,nan,nan,0,0
1079982,22.77,55.1,1000.6,68965,2,220,nan,nan,nan,nan,0,nan,nan,nan,0,0
1084986,22.78,55.0,1000.6,68909,2,222,nan,nan,nan,nan,0,nan,nan,nan,0,0
1089985,22.78,55.0,1000.6,68854,2,220,nan,nan,nan,nan,0,nan,nan,nan,0,0
1094988,22.75,54.9,1000.6,68798,2,223,nan,nan,nan,nan,0,nan,nan,nan,0,0
1099969,22.73,54.9,1000.6,68854,2,220,nan,nan,nan,nan,0,nan,nan,nan,0,0
1105095,22.77,55.0,1000.6,68303,2,223,nan,nan,nan,nan,0,nan,nan,nan,0,0
1110089,22.77,54.9,1000.6,69021,2,223,nan,nan,nan,nan,0,nan,nan,nan,0,0
1115084,22.76,54.9,1000.6,68854,2,222,nan,nan,nan,nan,0,nan,nan,nan,0,0
1120081,22.76,54.9,1000.6,68687,2,223,nan,nan,nan,nan,0,nan,nan,nan,0,0
1125080,22.74,54.9,1000.6,68965,2,223,nan,nan,nan,nan,0,nan,nan,nan,0,0
1130079,22.75,54.9,1000.6,68577,2,223,nan,nan,nan,nan,0,nan,nan,nan,0,0
1135079,22.76,54.9,1000.7,68632,2,224,nan,nan,nan,nan,0,nan,nan,nan,0,0
1140060,22.74,54.9,1000.6,68412,2,224,nan,nan,nan,nan,0,nan,nan,nan,0,0
1145038,22.78,54.9,1000.6,68085,2,223,nan,nan,nan,nan,0,nan,nan,nan,0,0
1150029,22.76,54.9,1000.6,66910,3,222,nan,nan,nan,nan,0,nan,nan,nan,0,0
1155026,22.73,54.9,1000.6,67332,2,222,nan,nan,nan,nan,0,nan,nan,nan,0,0
1160028,22.76,54.9,1000.6,67492,2,222,nan,nan,nan,nan,0,nan,nan,nan,0,0
1165031,22.74,54.9,1000.6,67492,2,223,nan,nan,nan,nan,0,nan,nan,nan,0,0
1170029,22.77,54.8,1000.6,67173,2,223,nan,nan,nan,nan,0,nan,nan,nan,0,0
1175031,22.77,54.8,1000.6,67546,2,222,nan,nan,nan,nan,0,nan,nan,nan,0,0
1180013,22.74,54.8,1000.7,67173,2,222,nan,nan,nan,nan,0,nan,nan,nan,0,0
1184994,22.78,54.8,1000.6,67439,2,222,nan,nan,nan,nan,0,nan,nan,nan,0,0
1189988,22.77,54.8,1000.6,68798,2,222,nan,nan,nan,nan,0,nan,nan,nan,0,0
1194987,22.78,54.9,1000.6,68303,2,223,nan,nan,nan,nan,0,nan,nan,nan,0,0
1199986,22.8,54.8,1000.6,68412,2,223,nan,nan,nan,nan,0,nan,nan,nan,0,0
1204987,22.77,54.8,1000.6,68085,2,222,nan,nan,nan,nan,0,nan,nan,nan,0,0
1209987,22.76,54.8,1000.6,68467,2,224,nan,nan,nan,nan,0,nan,nan,nan,0,0
1214989,22.76,54.8,1000.7,67922,2,221,nan,nan,nan,nan,0,nan,nan,nan,0,0
1219977,22.76,54.8,1000.6,68193,2,223,nan,nan,nan,nan,0,nan,nan,nan,0,0
1224956,22.78,54.8,1000.6,67760,2,221,nan,nan,nan,nan,0,nan,nan,nan,0,0
1230092,22.8,54.8,1000.6,67922,2,222,nan,nan,nan,nan,0,nan,nan,nan,0,0
1235088,22.8,54.7,1000.6,68522,2,220,nan,nan,nan,nan,0,nan,nan,nan,0,0
1240084,22.82,54.7,1000.7,68248,2,219,nan,nan,nan,nan,0,nan,nan,nan,0,0
1245085,22.8,54.6,1000.6,68085,2,220,nan,nan,nan,nan,0,nan,nan,nan,0,0
1250086,22.84,54.7,1000.7,67922,2,220,nan,nan,nan,nan,0,nan,nan,nan,0,0
1255086,22.81,55.0,1000.6,67121,2,221,nan,nan,nan,nan,0,nan,nan,nan,0,0
1260068,22.86,55.4,1000.6,66286,3,217,nan,nan,nan,nan,0,nan,nan,nan,0,0
1265045,22.83,55.5,1000.7,66597,3,220,nan,nan,nan,nan,0,nan,nan,nan,0,0
1270037,22.81,55.6,1000.6,65523,3,219,nan,nan,nan,nan,0,nan,nan,nan,0,0
1275035,22.82,55.7,1000.7,66030,3,219,nan,nan,nan,nan,0,nan,nan,nan,0,0
1280038,22.85,55.8,1000.7,65725,3,220,nan,nan,nan,nan,0,nan,nan,nan,0,0
1285040,22.85,55.9,1000.6,65322,3,220,nan,nan,nan,nan,0,nan,nan,nan,0,0
1290041,22.86,55.8,1000.7,65573,3,220,nan,nan,nan,nan,0,nan,nan,nan,0,0
1295040,22.87,55.8,1000.7,65674,3,220,nan,nan,nan,nan,0,nan,nan,nan,0,0
1300025,22.87,55.7,1000.6,66081,3,221,nan,nan,nan,nan,0,nan,nan,nan,0,0
1305002,22.86,55.4,1000.7,66184,3,221,nan,nan,nan,nan,0,nan,nan,nan,0,0
1309994,22.85,55.1,1000.7,66545,3,221,nan,nan,nan,nan,0,nan,nan,nan,0,0
1314995,22.88,54.9,1000.7,67706,2,219,nan,nan,nan,nan,0,nan,nan,nan,0,0
1319995,22.91,54.9,1000.7,67173,2,220,nan,nan,nan,nan,0,nan,nan,nan,0,0
1324997,22.9,54.8,1000.6,66235,3,221,nan,nan,nan,nan,0,nan,nan,nan,0,0
1330001,22.88,54.8,1000.6,66545,3,220,nan,nan,nan,nan,0,nan,nan,nan,0,0
1334998,22.9,54.8,1000.6,65674,3,220,nan,nan,nan,nan,0,nan,nan,nan,0,0
1339987,22.91,54.8,1000.6,66753,3,219,nan,nan,nan,nan,0,nan,nan,nan,0,0
1344962,22.88,54.8,1000.7,66545,3,220,nan,nan,nan,nan,0,nan,nan,nan,0,0
1350098,22.9,54.9,1000.7,67121,2,222,nan,nan,nan,nan,0,nan,nan,nan,0,0
1355094,22.9,54.8,1000.6,67015,2,222,nan,nan,nan,nan,0,nan,nan,nan,0,0
1360087,22.88,54.8,1000.7,67279,2,221,nan,nan,nan,nan,0,nan,nan,nan,0,0
1365087,22.91,54.8,1000.7,66441,3,222,nan,nan,nan,nan,0,nan,nan,nan,0,0
1370087,22.91,54.7,1000.7,66963,3,222,nan,nan,nan,nan,0,nan,nan,nan,0,0
1375087,22.92,54.6,1000.6,66753,3,221,nan,nan,nan,nan,0,nan,nan,nan,0,0
